"Phylum","Genomes.in.phylum","Class","Genomes.in.class","Order","Genomes.in.order","Family","Genomes.in.family","Genus","Genomes.in.genus"
"Planctomycetes",28,"Planctomycetia",17,"Planctomycetales",17,"Planctomycetaceae",16,"unclassified",9
"Planctomycetes",28,"Planctomycetia",17,"Planctomycetales",17,"Planctomycetaceae",16,"Rhodopirellula",3
"Planctomycetes",28,"Planctomycetia",17,"Planctomycetales",17,"Planctomycetaceae",16,"Pirellula",2
"Planctomycetes",28,"Planctomycetia",17,"Planctomycetales",17,"Planctomycetaceae",16,"Blastopirellula",1
"Planctomycetes",28,"Planctomycetia",17,"Planctomycetales",17,"Planctomycetaceae",16,"Gimesia",1
"Planctomycetes",28,"Planctomycetia",17,"Planctomycetales",17,"unclassified",1,"unclassified",1
"Planctomycetes",28,"unclassified",6,"unclassified",6,"unclassified",6,"unclassified",6
"Planctomycetes",28,"Phycisphaerae",5,"unclassified",5,"unclassified",5,"unclassified",5
"Thermotogae",25,"Thermotogae",25,"Thermotogales",22,"Fervidobacteriaceae",13,"Thermosipho",13
"Thermotogae",25,"Thermotogae",25,"Thermotogales",22,"Thermotogaceae",9,"Thermotoga",9
"Thermotogae",25,"Thermotogae",25,"Petrotogales",3,"unclassified",3,"Marinitoga",2
"Thermotogae",25,"Thermotogae",25,"Petrotogales",3,"unclassified",3,"Petrotoga",1
"Marinimicrobia",21,"unclassified",21,"unclassified",21,"unclassified",21,"unclassified",19
"Marinimicrobia",21,"unclassified",21,"unclassified",21,"unclassified",21,"Candidatus Marinisoma",2
"Nitrospirae",13,"unclassified",8,"unclassified",8,"unclassified",8,"unclassified",8
"Nitrospirae",13,"Nitrospira",5,"unclassified",4,"unclassified",4,"unclassified",4
"Nitrospirae",13,"Nitrospira",5,"Nitrospirales",1,"Nitrospiraceae",1,"Nitrospira",1
"Deferribacteres",12,"Deferribacteres",12,"Deferribacterales",10,"unclassified",8,"unclassified",8
"Deferribacteres",12,"Deferribacteres",12,"Deferribacterales",10,"Deferribacteraceae",2,"Deferribacter",1
"Deferribacteres",12,"Deferribacteres",12,"Deferribacterales",10,"Deferribacteraceae",2,"Flexistipes",1
"Deferribacteres",12,"Deferribacteres",12,"unclassified",2,"unclassified",2,"unclassified",2
